Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 06/10/2017
Code Year    Age        Exposure
AUT  1973     39        40060.69
AUT  1973     40        41901.57
AUT  1973     41        43027.88
AUT  1973     42        44805.10
AUT  1973     43        45440.81
AUT  1973     44        45583.75
AUT  1973     45        45978.12
AUT  1973     46        48058.57
AUT  1973     47        51289.39
AUT  1973     48        54000.50
AUT  1973     49        55375.08
AUT  1973     50        56420.09
AUT  1973     51        56660.05
AUT  1973     52        55733.07
AUT  1973     53        51158.12
AUT  1973     54        35205.48
AUT  1973     55        27886.43
AUT  1974     12        63575.76
AUT  1974     13        61790.40
AUT  1974     14        59830.08
AUT  1974     15        58281.16
AUT  1974     16        56931.45
AUT  1974     17        56384.05
AUT  1974     18        54729.52
AUT  1974     19        52336.41
AUT  1974     20        51380.74
AUT  1974     21        51316.09
AUT  1974     22        50721.99
AUT  1974     23        51009.83
AUT  1974     24        51495.38
AUT  1974     25        54242.61
AUT  1974     26        55001.48
AUT  1974     27        53911.41
AUT  1974     28        39722.96
AUT  1974     29        46502.32
AUT  1974     30        51702.95
AUT  1974     31        49983.58
AUT  1974     32        55316.51
AUT  1974     33        59690.97
AUT  1974     34        64049.73
AUT  1974     35        51983.36
AUT  1974     36        39962.27
AUT  1974     37        38522.16
AUT  1974     38        38674.38
AUT  1974     39        39159.45
AUT  1974     40        40006.11
AUT  1974     41        41836.88
AUT  1974     42        42951.85
AUT  1974     43        44715.11
AUT  1974     44        45351.04
AUT  1974     45        45491.19
AUT  1974     46        45842.38
AUT  1974     47        47909.66
AUT  1974     48        51113.23
AUT  1974     49        53798.52
AUT  1974     50        55183.35
AUT  1974     51        56209.21
AUT  1974     52        56410.60
AUT  1974     53        55485.39
AUT  1974     54        50907.66
AUT  1974     55        34985.67
AUT  1975     12        65022.35
AUT  1975     13        63769.62
AUT  1975     14        62026.77
AUT  1975     15        60080.77
AUT  1975     16        58503.96
AUT  1975     17        57119.62
AUT  1975     18        56555.90
AUT  1975     19        54809.72
AUT  1975     20        52224.39
AUT  1975     21        51159.10
AUT  1975     22        51009.64
AUT  1975     23        50364.60
AUT  1975     24        50669.24
AUT  1975     25        51120.70
AUT  1975     26        53890.47
AUT  1975     27        54672.22
AUT  1975     28        53585.95
AUT  1975     29        39473.69
AUT  1975     30        46252.45
AUT  1975     31        51480.13
AUT  1975     32        49763.67
AUT  1975     33        55104.15
AUT  1975     34        59503.97
AUT  1975     35        63830.23
AUT  1975     36        51786.77
AUT  1975     37        39766.17
AUT  1975     38        38345.92
AUT  1975     39        38507.69
AUT  1975     40        38995.89
AUT  1975     41        39852.46
AUT  1975     42        41672.69
AUT  1975     43        42769.51
AUT  1975     44        44541.32
AUT  1975     45        45196.83
AUT  1975     46        45320.02
AUT  1975     47        45642.90
AUT  1975     48        47685.11
AUT  1975     49        50864.17
AUT  1975     50        53553.21
AUT  1975     51        54939.53
AUT  1975     52        55939.07
AUT  1975     53        56134.00
AUT  1975     54        55175.75
AUT  1975     55        50588.88
AUT  1976     12        64794.82
AUT  1976     13        65192.83
AUT  1976     14        63999.84
AUT  1976     15        62303.25
AUT  1976     16        60368.69
AUT  1976     17        58806.19
AUT  1976     18        57366.97
AUT  1976     19        56829.74
AUT  1976     20        55000.92
AUT  1976     21        52239.80
AUT  1976     22        51091.30
AUT  1976     23        50831.91
AUT  1976     24        50146.47
AUT  1976     25        50401.10
AUT  1976     26        50892.48
AUT  1976     27        53679.04
AUT  1976     28        54462.12
AUT  1976     29        53380.00
AUT  1976     30        39329.13
AUT  1976     31        46118.00
AUT  1976     32        51355.19
AUT  1976     33        49634.87
AUT  1976     34        54981.16
AUT  1976     35        59382.06
AUT  1976     36        63712.20
AUT  1976     37        51656.20
AUT  1976     38        39645.21
AUT  1976     39        38238.02
AUT  1976     40        38411.80
AUT  1976     41        38889.73
AUT  1976     42        39745.71
AUT  1976     43        41554.07
AUT  1976     44        42638.17
AUT  1976     45        44410.42
AUT  1976     46        45064.85
AUT  1976     47        45177.90
AUT  1976     48        45466.08
AUT  1976     49        47488.06
AUT  1976     50        50661.38
AUT  1976     51        53324.46
AUT  1976     52        54704.32
AUT  1976     53        55677.58
AUT  1976     54        55870.56
AUT  1976     55        54874.92
AUT  1977     12        64182.89
AUT  1977     13        64982.73
AUT  1977     14        65454.69
AUT  1977     15        64343.08
AUT  1977     16        62683.64
AUT  1977     17        60808.88
AUT  1977     18        59246.58
AUT  1977     19        57797.03
AUT  1977     20        57326.31
AUT  1977     21        55401.13
AUT  1977     22        52481.19
AUT  1977     23        51232.82
AUT  1977     24        50854.46
AUT  1977     25        50099.25
AUT  1977     26        50345.33
AUT  1977     27        50859.87
AUT  1977     28        53659.11
AUT  1977     29        54429.14
AUT  1977     30        53352.53
AUT  1977     31        39325.99
AUT  1977     32        46122.35
AUT  1977     33        51368.47
AUT  1977     34        49634.87
AUT  1977     35        54990.74
AUT  1977     36        59394.07
AUT  1977     37        63698.51
AUT  1977     38        51644.43
AUT  1977     39        39629.04
AUT  1977     40        38226.71
AUT  1977     41        38385.56
AUT  1977     42        38866.10
AUT  1977     43        39721.69
AUT  1977     44        41511.57
AUT  1977     45        42569.16
AUT  1977     46        44326.09
AUT  1977     47        44978.77
AUT  1977     48        45077.39
AUT  1977     49        45316.38
AUT  1977     50        47322.33
AUT  1977     51        50480.72
AUT  1977     52        53129.85
AUT  1977     53        54477.00
AUT  1977     54        55454.18
AUT  1977     55        55609.59
AUT  1978     12        61970.26
AUT  1978     13        64315.05
AUT  1978     14        65138.81
AUT  1978     15        65690.50
AUT  1978     16        64625.49
AUT  1978     17        63030.33
AUT  1978     18        61130.37
AUT  1978     19        59567.56
AUT  1978     20        58107.74
AUT  1978     21        57642.43
AUT  1978     22        55646.01
AUT  1978     23        52571.60
AUT  1978     24        51219.55
AUT  1978     25        50758.20
AUT  1978     26        49933.86
AUT  1978     27        50193.45
AUT  1978     28        50719.53
AUT  1978     29        53535.03
AUT  1978     30        54311.99
AUT  1978     31        53250.04
AUT  1978     32        39248.14
AUT  1978     33        46067.92
AUT  1978     34        51320.59
AUT  1978     35        49596.20
AUT  1978     36        54950.58
AUT  1978     37        59355.54
AUT  1978     38        63641.94
AUT  1978     39        51585.71
AUT  1978     40        39565.95
AUT  1978     41        38158.75
AUT  1978     42        38335.99
AUT  1978     43        38804.06
AUT  1978     44        39657.53
AUT  1978     45        41442.83
AUT  1978     46        42470.21
AUT  1978     47        44211.48
AUT  1978     48        44866.30
AUT  1978     49        44939.76
AUT  1978     50        45141.34
AUT  1978     51        47133.02
AUT  1978     52        50268.64
AUT  1978     53        52885.75
AUT  1978     54        54219.78
AUT  1978     55        55182.87
AUT  1979     12        61645.67
AUT  1979     13        62068.49
AUT  1979     14        64424.72
AUT  1979     15        65282.83
AUT  1979     16        65887.89
AUT  1979     17        64888.64
AUT  1979     18        63214.72
AUT  1979     19        61307.60
AUT  1979     20        59745.77
AUT  1979     21        58238.78
AUT  1979     22        57813.54
AUT  1979     23        55762.05
AUT  1979     24        52544.25
AUT  1979     25        51132.43
AUT  1979     26        50566.45
AUT  1979     27        49702.99
AUT  1979     28        49954.73
AUT  1979     29        50524.56
AUT  1979     30        53366.44
AUT  1979     31        54152.62
AUT  1979     32        53092.57
AUT  1979     33        39152.78
AUT  1979     34        45977.14
AUT  1979     35        51235.43
AUT  1979     36        49513.24
AUT  1979     37        54883.41
AUT  1979     38        59266.98
AUT  1979     39        63544.05
AUT  1979     40        51491.05
AUT  1979     41        39475.67
AUT  1979     42        38091.46
AUT  1979     43        38254.39
AUT  1979     44        38708.16
AUT  1979     45        39576.30
AUT  1979     46        41348.02
AUT  1979     47        42351.25
AUT  1979     48        44065.00
AUT  1979     49        44725.62
AUT  1979     50        44774.42
AUT  1979     51        44951.52
AUT  1979     52        46898.62
AUT  1979     53        50022.91
AUT  1979     54        52613.52
AUT  1979     55        53931.40
AUT  1980     12        60957.19
AUT  1980     13        61739.77
AUT  1980     14        62228.04
AUT  1980     15        64619.09
AUT  1980     16        65503.11
AUT  1980     17        66184.92
AUT  1980     18        65106.41
AUT  1980     19        63447.19
AUT  1980     20        61561.28
AUT  1980     21        59984.90
AUT  1980     22        58456.78
AUT  1980     23        58070.45
AUT  1980     24        55954.15
AUT  1980     25        52618.27
AUT  1980     26        51102.84
AUT  1980     27        50444.09
AUT  1980     28        49527.80
AUT  1980     29        49789.83
AUT  1980     30        50399.53
AUT  1980     31        53263.85
AUT  1980     32        54050.72
AUT  1980     33        53002.68
AUT  1980     34        39103.16
AUT  1980     35        45925.88
AUT  1980     36        51194.05
AUT  1980     37        49485.57
AUT  1980     38        54827.44
AUT  1980     39        59220.52
AUT  1980     40        63496.13
AUT  1980     41        51445.13
AUT  1980     42        39422.62
AUT  1980     43        38046.42
AUT  1980     44        38198.06
AUT  1980     45        38642.56
AUT  1980     46        39509.91
AUT  1980     47        41261.96
AUT  1980     48        42226.02
AUT  1980     49        43933.53
AUT  1980     50        44582.25
AUT  1980     51        44613.68
AUT  1980     52        44746.70
AUT  1980     53        46677.27
AUT  1980     54        49804.33
AUT  1980     55        52335.70
AUT  1981     12        59983.13
AUT  1981     13        61315.29
AUT  1981     14        62137.52
AUT  1981     15        62659.37
AUT  1981     16        65002.13
AUT  1981     17        65909.58
AUT  1981     18        66520.56
AUT  1981     19        65459.09
AUT  1981     20        63789.64
AUT  1981     21        61874.59
AUT  1981     22        60197.02
AUT  1981     23        58699.36
AUT  1981     24        58321.75
AUT  1981     25        56141.77
AUT  1981     26        52740.92
AUT  1981     27        51176.59
AUT  1981     28        50454.24
AUT  1981     29        49535.79
AUT  1981     30        49791.72
AUT  1981     31        50417.71
AUT  1981     32        53256.53
AUT  1981     33        54048.92
AUT  1981     34        53009.65
AUT  1981     35        39134.81
AUT  1981     36        45942.54
AUT  1981     37        51220.75
AUT  1981     38        49470.71
AUT  1981     39        54839.54
AUT  1981     40        59231.86
AUT  1981     41        63491.91
AUT  1981     42        51382.43
AUT  1981     43        39419.80
AUT  1981     44        38036.13
AUT  1981     45        38181.67
AUT  1981     46        38604.47
AUT  1981     47        39462.08
AUT  1981     48        41182.14
AUT  1981     49        42134.86
AUT  1981     50        43841.29
AUT  1981     51        44469.69
AUT  1981     52        44451.32
AUT  1981     53        44595.18
AUT  1981     54        46527.39
