"","Code","Year","TFR","C","W15","W20","W25","W30","W35","W40","W45","W","iTFR","p2534","qx","ex","lagTFR"
"944","NLD",1981,1.564,887831,615986,593571,565365,593232,449146,400054,377397,3594751,1.72885882777416,0.32230243485571,0.0082,75.98,1.5788
"945","NLD",1982,1.496,888150,613653,602769,571113,575224,495361,405196,377231,3640547,1.70772414145457,0.314880428682833,0.00811,76.06,1.562
"946","NLD",1983,1.468,883494,609822,609940,575364,563453,533260,413328,376808,3681975,1.67965779235329,0.309295147305454,0.00834,76.25,1.5388
"947","NLD",1984,1.492,876017,604523,616931,581967,559210,557528,424549,382307,3727015,1.645316426148,0.30619061098493,0.00839,76.32,1.5246
"948","NLD",1985,1.512,874043,603172,622016,590766,559854,572827,439271,388378,3776284,1.62019090725168,0.304696362879487,0.00807,76.37,1.5064
"949","NLD",1986,1.553,872619,601563,625585,597981,564468,591259,447243,397119,3825218,1.59685879340733,0.303890915498149,0.00785,76.34,1.5042
"950","NLD",1987,1.558,880432,597747,623678,607546,571403,573483,493609,402323,3869789,1.59259949315066,0.304654594862924,0.00757,76.81,1.5166
"951","NLD",1988,1.545,896217,589297,621661,616488,577328,563272,532386,410812,3911244,1.60397024578369,0.305226674684576,0.00681,76.99,1.532
"952","NLD",1989,1.554,912823,570477,618751,625197,584938,559894,556743,422142,3938142,1.62253189448222,0.307285770802576,0.00682,76.83,1.5444
"953","NLD",1990,1.617,927100,542288,618862,631105,594182,560968,572721,437341,3957467,1.63986206328442,0.30961395256107,0.00721,77,1.5654
"954","NLD",1991,1.612,947416,513201,620272,636754,603263,566542,591559,445561,3977152,1.66750277585569,0.31178516687318,0.00649,77.15,1.5772
"955","NLD",1992,1.587,962039,488326,618680,636894,614611,574674,574580,491636,3999401,1.68382040210522,0.312923110235758,0.00623,77.36,1.583
"956","NLD",1993,1.572,972087,467578,612174,636212,624608,581178,564605,530227,4016582,1.69412923724699,0.313903712161236,0.00624,77.04,1.5884
"957","NLD",1994,1.569,981816,457396,594558,635076,634555,590010,561733,554862,4028190,1.70615388052699,0.315186473329212,0.00561,77.51,1.5914
"958","NLD",1995,1.531,988709,450623,564073,634894,641600,600043,562886,570390,4024509,1.71970369553155,0.317180058486638,0.00535,77.54,1.5742
"959","NLD",1996,1.529,980906,450783,532742,634245,645335,608260,567559,588690,4027614,1.70481630066834,0.317701745996513,0.00567,77.55,1.5576
"960","NLD",1997,1.562,972763,452671,507255,631787,643984,618249,574814,570992,3999752,1.70244080132968,0.318962525676592,0.00504,77.92,1.5526
"961","NLD",1998,1.628,969367,452604,486877,624883,642151,627261,580767,560863,3975406,1.70688704499616,0.31871813847441,0.00525,78,1.5638
"962","NLD",1999,1.652,976175,451446,478038,608112,640829,636803,589335,557426,3961989,1.72469560112358,0.315230809575695,0.00519,77.96,1.5804
"963","NLD",2000,1.722,983491,452554,472644,581496,642876,645269,599941,559041,3953821,1.7412110968099,0.309668040106014,0.00515,78.12,1.6186
"964","NLD",2001,1.71,1001085,453929,475950,554519,645916,650834,609559,564396,3955103,1.7717857158208,0.303515483667556,0.00526,78.33,1.6548
"965","NLD",2002,1.731,1014622,459367,480203,531807,645421,651036,620494,572354,3960682,1.79321490591772,0.297228608608315,0.00496,78.41,1.6886
"966","NLD",2003,1.747,1022613,467148,481009,512251,638881,649162,629772,578261,3956484,1.80925564213074,0.290948225747912,0.00475,78.66,1.7124
"967","NLD",2004,1.726,1021216,474135,479266,501915,621039,646617,638148,586426,3947546,1.81087490810747,0.284468882693197,0.0043,79.23,1.7272
"968","NLD",2005,1.709,1010626,479103,479293,494925,592666,646668,645010,596124,3933789,1.79836335909221,0.276474157612419,0.00485,79.48,1.7246
"969","NLD",2006,1.721,988152,484670,477286,494631,561652,645924,648455,603975,3916593,1.76609211117928,0.26969434914478,0.00439,79.84,1.7268
"970","NLD",2007,1.718,966881,488055,477647,494331,534125,641539,646161,613365,3895223,1.73755571888952,0.264030069651981,0.00401,80.25,1.7242
"971","NLD",2008,1.774,945727,491240,483160,493985,512512,633486,642708,621972,3879063,1.70662064524345,0.259469103750055,0.00381,80.38,1.7296
"972","NLD",2009,1.791,931556,494275,492542,493597,503856,615947,639848,630545,3870610,1.68471946282369,0.257699174032,0.00384,80.66,1.7426
"973","NLD",2010,1.796,924881,496101,500994,496343,498845,589543,641028,638431,3861285,1.67668716502408,0.257734925031434,0.00376,80.82,1.76
"974","NLD",2011,1.76,923106,491914,512062,497421,501441,561279,642261,642990,3849368,1.67865010567969,0.259487271676805,0.00358,81.1,1.7678
"975","NLD",2012,1.723,918736,487011,518909,501928,504091,536815,640065,642334,3831153,1.67864661108549,0.262589095241041,0.00364,81.05,1.7688
"976","NLD",2013,1.679,912202,485092,522470,507764,504070,516613,633360,639794,3809163,1.67632994439986,0.265631583631365,0.00371,81.29,1.7498
"977","NLD",2014,1.713,897669,486497,524630,514258,502087,506994,616124,637413,3788003,1.65883791538708,0.26830628170041,0.00363,81.64,1.7342
"978","NOR",1967,2.785,317799,148721,139271,103309,95251,106164,121850,129282,843848,2.63624847128867,0.235303040357979,0.01387,74.08,NA
"979","NOR",1968,2.753,322421,146604,146949,107036,94667,104626,117651,129629,847162,2.66412681399779,0.238092596221266,0.01301,73.95,NA
"980","NOR",1969,2.697,327169,146428,151583,111777,96556,101492,113762,129582,851180,2.69059775840598,0.244757865551352,0.01318,73.66,NA
"981","NOR",1970,2.506,330061,146782,152566,118816,98984,99257,110423,129868,856696,2.69690415269827,0.254232539897467,0.01198,74.07,NA
"982","NOR",1971,2.489,329149,147525,151680,126400,101613,96740,108350,124335,856643,2.68961866261675,0.266170388364815,0.01231,74.17,2.646
"983","NOR",1972,2.384,328608,149949,147435,138004,103086,95121,105769,120857,860221,2.67402911577374,0.28026518766689,0.01121,74.34,2.5658
"984","NOR",1973,2.23,326960,150691,145807,145932,106999,94612,104288,116728,865057,2.64574473127204,0.292386513258664,0.01105,74.44,2.4612
"985","NOR",1974,2.131,321176,150817,145694,150909,111759,96523,101207,113006,869915,2.58442721415311,0.301946741923061,0.00986,74.76,2.348
"986","NOR",1975,1.983,313558,150925,146349,152244,118769,98977,98945,109701,875910,2.50585790777591,0.309407359203571,0.01012,74.82,2.2434
"987","NOR",1976,1.863,305474,150602,147455,152051,126760,101838,96498,107598,882802,2.42219433123169,0.315825066096361,0.00957,75.05,2.1182
"988","NOR",1977,1.754,293884,149698,149919,148051,138681,103648,95047,105103,890147,2.31106547570233,0.322117582826207,0.00859,75.39,1.9922
"989","NOR",1978,1.769,281183,149579,150865,146467,146695,107438,94584,103634,899262,2.1887736833092,0.326002877915446,0.00837,75.43,1.9
"990","NOR",1979,1.751,271819,150289,151208,146636,151596,112144,96503,100587,908963,2.09330082742642,0.328101363861895,0.0083,75.41,1.824
"991","NOR",1980,1.723,263512,151704,151447,147170,152838,119136,98954,98361,919610,2.00583290742815,0.326233946999271,0.00799,75.67,1.772
"992","NOR",1981,1.701,258515,153947,151220,148243,152656,127085,101678,96006,930835,1.94406634903071,0.323257075636391,0.00748,75.88,1.7396
"993","NOR",1982,1.709,256159,156557,150733,151048,148580,138982,103502,94484,943886,1.8997135247265,0.317440877394092,0.00807,76.02,1.7306
"994","NOR",1983,1.656,256705,158976,150927,151973,147121,146913,107246,94037,957193,1.87729642820205,0.312469898964994,0.00778,76.08,1.708
"995","NOR",1984,1.659,254951,161163,151605,152455,147178,151836,111985,95991,972213,1.83566461259004,0.308196866324561,0.00833,76.25,1.6896
"996","NOR",1985,1.677,253847,162902,153071,152893,148030,153182,118997,98448,987523,1.79937986254497,0.30472505450506,0.00852,75.93,1.6804
"997","NOR",1986,1.711,254184,162964,155437,152903,149386,153115,126933,101136,1001874,1.77595985123878,0.301723570029764,0.00784,76.25,1.6824
"998","NOR",1987,1.745,255799,163155,158459,152610,152233,149018,138862,102896,1017233,1.76025846585787,0.299678638030815,0.00846,76.1,1.6896
"999","NOR",1988,1.841,259176,162613,161607,153354,153552,147554,146821,106603,1032104,1.75779960159054,0.297359568415586,0.00826,76.26,1.7266
"1000","NOR",1989,1.887,266967,159893,164078,154662,154480,147829,151656,111347,1043945,1.79010292687833,0.296128627466006,0.00789,76.54,1.7722
"1001","NOR",1990,1.932,275453,156080,164764,156073,154894,148529,152821,118259,1051420,1.83387323809705,0.29575906868806,0.00695,76.58,1.8232
"1002","NOR",1991,1.918,284861,152457,164280,158146,154697,149894,152638,126027,1058139,1.8844660295103,0.295653973627283,0.00618,77.04,1.8646
"1003","NOR",1992,1.885,293145,147012,164546,160710,154340,152769,148587,137847,1065811,1.92530852092913,0.295596498816394,0.0057,77.24,1.8926
"1004","NOR",1993,1.86,299837,140835,164309,163663,154873,154011,147191,145752,1070634,1.96038889106828,0.297520908172167,0.00501,77.22,1.8964
"1005","NOR",1994,1.865,303105,136770,162150,166252,156191,155120,147758,150814,1075055,1.97360600155341,0.299931631404905,0.00519,77.78,1.892
"1006","NOR",1995,1.868,303926,132728,159202,168127,158227,155877,148836,152248,1075245,1.97860208603621,0.303515942878135,0.00405,77.79,1.8792
"1007","NOR",1996,1.889,303292,130323,155573,168187,160671,156065,150343,152305,1073467,1.97774500753167,0.306351289792793,0.00405,78.23,1.8734
"1008","NOR",1997,1.856,303049,129547,150067,168529,163376,155616,153296,148298,1068729,1.98492134114448,0.310560488206084,0.00408,78.23,1.8676
"1009","NOR",1998,1.813,302797,129797,144211,168463,166193,156223,154520,146901,1066308,1.9877737014071,0.313845530559651,0.00392,78.41,1.8582
"1010","NOR",1999,1.844,301963,129453,140651,166663,168910,157527,155444,147316,1065964,1.98293844820275,0.314807066655159,0.00393,78.38,1.854
"1011","NOR",2000,1.851,302387,129474,137305,164287,171622,159963,156531,148446,1067628,1.98262784415545,0.314631126197514,0.00378,78.69,1.8506
"1012","NOR",2001,1.784,300954,129683,135104,160921,172159,162568,156709,149989,1067133,1.97414755236695,0.31212604239584,0.00383,78.89,1.8296
"1013","NOR",2002,1.754,296361,130323,134484,155761,172767,165422,156556,153018,1068331,1.94183918654425,0.307515180220362,0.00341,78.96,1.8092
"1014","NOR",2003,1.796,292594,132490,135431,150917,173231,168694,157407,154400,1072570,1.90957979432578,0.302216172371034,0.00337,79.53,1.8058
"1015","NOR",2004,1.828,290889,136324,134971,147299,171193,171631,158760,155426,1075604,1.89309727371784,0.296105258068955,0.00324,79.96,1.8026
"1016","NOR",2005,1.836,289146,140688,134851,144248,168752,173971,161022,156442,1079974,1.8741395626191,0.289821792006104,0.00306,80.17,1.7996
"1017","NOR",2006,1.904,287383,145741,135420,143021,166205,175082,163999,156895,1086363,1.85175765374925,0.284643346653006,0.00319,80.44,1.8236
"1018","NOR",2007,1.901,289785,150355,136433,143448,162101,176455,167158,156908,1092858,1.85613775989195,0.279587100977437,0.00306,80.5,1.853
"1019","NOR",2008,1.957,293803,153434,139256,146444,158255,177412,170748,157928,1103477,1.86376426513647,0.276126280837752,0.00272,80.67,1.8852
"1020","NOR",2009,1.98,298460,155253,144342,148977,157058,176590,174486,159900,1116606,1.87104493438151,0.274076084133526,0.00312,80.86,1.9156
"1021","NOR",2010,1.946,303928,156284,149912,151363,156153,175471,177839,162742,1129764,1.88313311452657,0.272194900881954,0.00276,81.03,1.9376
"1022","NOR",2011,1.881,308826,156500,156763,154261,156786,173902,179727,166258,1144197,1.88934423005829,0.271847417883459,0.00232,81.24,1.933
"1023","NOR",2012,1.852,310767,157162,162243,157834,159003,170840,181858,170066,1159006,1.87692643523847,0.27336959429028,0.00247,81.44,1.9232
"1024","NOR",2013,1.782,313215,158031,165558,162561,162699,167657,183150,173930,1173586,1.86820991388786,0.277150545422321,0.00245,81.65,1.8882
"1025","NOR",2014,1.756,311912,157977,166815,168357,165373,166344,182249,177676,1184791,1.84284316811995,0.281678371966026,0.00242,82.08,1.8434
"1026","POL",1971,2.248,2508118.25,1707123.14,1464132.33,943755.41,1077799.1,1129598.73,1159466.37,1074470.42,8556345.5,2.05190729500112,0.236263777567187,0.03458,69.37,NA
"1027","POL",1972,2.227,2550791.07,1714147.46,1536495.77,1004845.31,1045306.35,1118282.02,1164764.04,1112969.18,8696810.13,2.0531134086056,0.235736049120806,0.03229,70.55,NA
"1028","POL",1973,2.239,2613066.64,1716896.09,1590978.74,1099176.36,1009365.49,1102368.5,1171381.99,1117483.7,8807650.87,2.07677015698966,0.239398890932651,0.02996,70.53,NA
"1029","POL",1974,2.248,2694364.54,1708984.29,1627434.49,1211873.43,977004.93,1096318.25,1153174.61,1127436.93,8902226.93,2.1186330036635,0.24587986547766,0.02794,71.02,NA
"1030","POL",1975,2.264,2803105.81,1679570.98,1660748.16,1323475.51,951337.65,1086225.07,1138109.67,1134533.86,8974000.9,2.18650977291522,0.253489294836153,0.02912,70.44,2.2452
"1031","POL",1976,2.296,2923956.95,1629198.17,1682694.04,1449557.34,933264.17,1068710.69,1113885.76,1138771.96,9016082.13,2.27013223203636,0.264285692570549,0.02817,70.44,2.2548
"1032","POL",1977,2.222,3039218.83,1563590.87,1690461.07,1519824.83,993349.15,1035269.2,1104982.66,1142590.66,9050068.44,2.35075921812587,0.27769668225846,0.02835,70.33,2.2538
"1033","POL",1978,2.199,3109847.59,1492145.24,1689879,1573887.48,1084811.59,1001341.56,1087939.75,1150131.82,9080136.44,2.39742357109339,0.292803867823819,0.02714,70.22,2.2458
"1034","POL",1979,2.251,3155296,1426573,1681447,1606980,1197537,968461,1082431,1131304,9094733,2.42855639632301,0.308367161520849,0.02575,70.59,2.2464
"1035","POL",1980,2.256,3219624,1372880,1652989,1639561,1309596,940779,1073057,1116384,9105246,2.47520693015872,0.323896465839583,0.02546,69.95,2.2448
"1036","POL",1981,2.216,3263669,1323393,1607658,1662571,1435875,922114,1055551,1093523,9100685,2.51032565131086,0.340462943174058,0.02458,70.92,2.2288
"1037","POL",1982,2.315,3280284,1288566,1546619,1672937,1505706,982339,1021420,1086080,9103667,2.52227898933474,0.349160728308713,0.02473,70.98,2.2474
"1038","POL",1983,2.396,3341985,1258939,1479496,1673186,1559826,1073369,988108,1068849,9101773,2.57025691587782,0.355206837173373,0.02331,70.84,2.2868
"1039","POL",1984,2.359,3406139,1236465,1416226,1667186,1592956,1186371,955237,1063583,9118024,2.61492764221722,0.357549179515211,0.02257,70.61,2.3084
"1040","POL",1985,2.319,3419630,1224432,1364337,1639629,1625198,1297597,928916,1055166,9135275,2.6203272479482,0.357386832908697,0.02171,70.34,2.321
"1041","POL",1986,2.215,3408047,1229648,1315548,1594774,1647647,1422184,910539,1038170,9158510,2.60482644010871,0.354033680151029,0.02058,70.62,2.3208
"1042","POL",1987,2.157,3368143,1245171,1281442,1533781,1657005,1490203,970281,1004567,9182450,2.5676155056657,0.347487435270543,0.02067,70.69,2.2892
"1043","POL",1988,2.152,3275029,1279642,1252335,1466963,1656224,1542970,1059863,971559,9229556,2.483890124292,0.338389734024042,0.02033,71.01,2.2404
"1044","POL",1989,2.108,3076618.75,1327340.38,1207767.88,1397703.71,1656865.57,1576215.98,1178918.98,934370.16,9279182.66,2.32092976710516,0.329185165539138,0.0196,70.77,2.1902
"1045","POL",1990,2.071,2948542.43,1376912.54,1193056.3,1338559.3,1633523.72,1605727.54,1287679.69,909233.95,9344693.04,2.20871856589096,0.318050363696056,0.01908,70.68,2.1406
"1046","POL",1991,2.071,2829403.79,1421900.45,1202429.29,1285633.11,1588023.48,1626853.92,1405044.35,896922.88,9426807.48,2.10101103390731,0.304838790449129,0.01811,70.37,2.1118
"1047","POL",1992,1.953,2753548.6,1466299.24,1225332.92,1249702.24,1524040.54,1635514.04,1471331.71,956679.31,9528900,2.02277704666856,0.291087405681663,0.01695,70.91,2.071
"1048","POL",1993,1.869,2684070.02,1495427.82,1262218.2,1219944.48,1452052.58,1639111.49,1520294.54,1046657.05,9635706.16,1.949882014667,0.277301633697805,0.01582,71.42,2.0144
"1049","POL",1994,1.786,2625419.72,1520482.66,1304382.38,1198324.33,1382344.36,1634247.79,1552990.68,1154156.94,9746929.14,1.88551058246433,0.264767359332624,0.01492,71.71,1.95
"1050","POL",1995,1.666,2544961.27,1545251.69,1349908.02,1186242.95,1321804.4,1613242.54,1579913.78,1261745.47,9858108.85,1.80711424078057,0.254414653780172,0.01287,71.93,1.869
"1051","POL",1996,1.606,2428759.4,1562569.08,1393943.72,1193679.14,1270870.55,1566965.24,1602159.96,1378529.17,9968716.86,1.70546681571614,0.247228376992944,0.0121,72.25,1.776
"1052","POL",1997,1.527,2316002.33,1568971.63,1438352.31,1213309.3,1235672.98,1505704.55,1608839.37,1444815.24,10015665.38,1.61866592931243,0.244515185670071,0.00998,72.59,1.6908
"1053","POL",1998,1.451,2220456.67,1591700.1,1470337.98,1244449.08,1208729.46,1433743.85,1612965.42,1492070.3,10053996.19,1.54597200916584,0.244000345100588,0.00932,72.96,1.6072
"1054","POL",1999,1.392,2128224.11,1622309.23,1496613.36,1281576.39,1188395.8,1365305.01,1607817.99,1523883.39,10085901.17,1.47706868418581,0.244893554712474,0.00868,73,1.5284
"1055","POL",2000,1.367,2041933.49,1635134.76,1521662.67,1323046.52,1179007.59,1303507.5,1589248.34,1548284.99,10099892.37,1.41521650987653,0.247730769629974,0.00804,73.74,1.4686
"1056","POL",2001,1.297,2001233,1631266,1565703,1383954,1198889,1267437,1556826,1580920,10184995,1.37541854463355,0.253592957090308,0.00745,74.22,1.4068
"1057","POL",2002,1.234,1942335,1615094,1571062,1434032,1216576,1234111,1498785,1588100,10157760,1.33851803941026,0.260944145165863,0.00726,74.59,1.3482
"1058","POL",2003,1.203,1887551,1571976,1590376,1473094,1245515,1209935,1427611,1595418,10113925,1.30640250941153,0.268798611814899,0.00689,74.75,1.2986
"1059","POL",2004,1.209,1846133,1512805,1618825,1504857,1283379,1191197,1361009,1593319,10065391,1.2838975654299,0.277012189591045,0.00674,74.98,1.262
"1060","POL",2005,1.232,1822132,1455561,1627538,1535026,1328084,1183506,1300358,1578587,10008660,1.27438877931711,0.286063269208865,0.00636,75.1,1.235
"1061","POL",2006,1.257,1812377,1405553,1622706,1556781,1375626,1189713,1253288,1533839,9937506,1.27664214743619,0.295084802967666,0.00588,75.3,1.227
"1062","POL",2007,1.3,1825210,1366215,1604381,1559251,1424252,1206728,1219905,1476138,9856870,1.2961995034935,0.302682595996498,0.00585,75.35,1.2402
"1063","POL",2008,1.377,1870848,1326476,1561554,1577605,1462067,1235124,1195921,1405283,9764030,1.34124290892183,0.311313258971961,0.00557,75.59,1.275
"1064","POL",2009,1.389,1947554,1282205,1502750,1604847,1492299,1271752,1176793,1339343,9669989,1.4098131859302,0.320284335380319,0.00536,75.79,1.311
"1065","POL",2010,1.372,2022303,1239811,1446952,1614264,1521642,1316140,1169621,1280437,9588867,1.47630799342613,0.32703613471748,0.00485,76.33,1.339
"1066","POL",2011,1.295,2066623,1185934,1398424,1610901,1543444,1363726,1176598,1235301,9514328,1.52048163569723,0.331536289268144,0.00456,76.66,1.3466
"1067","POL",2012,1.305,2072768,1131961,1360639,1596139,1548669,1413346,1194970,1204055,9449779,1.53541961140044,0.332791698091564,0.00465,76.72,1.3476
"1068","POL",2013,1.252,2056255,1084545,1322120,1554871,1568222,1452137,1224444,1181935,9388274,1.53316626677065,0.332658910466397,0.00454,76.98,1.3226
"1069","POL",2014,1.285,1994096,1037626,1278777,1496695,1595440,1482557,1261764,1164110,9316969,1.49819882410256,0.331882074524451,0.00434,77.58,1.3018
"1070","PRT",1940,3.203,869316.54,375095.09,309950.52,320119.47,278882.53,271181.91,213867.47,213731.53,1982828.52,3.06895715823172,0.302094706606298,0.13138,51.39,NA
"1071","PRT",1941,3.112,830328.84,377209.8,316759.67,312885.1,290476.41,266896.62,228766.08,205241.24,1998234.92,2.90871799998371,0.30194723551323,0.15316,47.91,NA
"1072","PRT",1942,3.143,802424.33,388105.79,315472.57,319563.83,289723.48,272286.1,231931.29,209291.63,2026374.69,2.77193074791119,0.300678503835833,0.13245,49.83,NA
"1073","PRT",1943,3.289,780911.88,385388.89,327038.06,311797.8,297975.99,272229.82,243813.84,205097.23,2043341.63,2.67521743782022,0.298419892712703,0.13513,51.01,NA
"1074","PRT",1944,3.317,777320.16,391352.74,338416.76,305478.99,299655.18,278180.65,247383.09,212028.03,2072495.44,2.62545384418313,0.291983354134666,0.12298,52.37,3.2128
"1075","PRT",1945,3.407,796120.72,386146.18,360514.08,290874.13,311942.03,271522.46,263169.17,206927.91,2091095.96,2.66503553476331,0.288277616872255,0.11701,53.77,3.2536
"1076","PRT",1946,3.316,829231.13,389083.85,361853.97,296616.72,302785.2,283286.54,257908.03,222139.08,2113673.39,2.74622273122339,0.283583037396331,0.118,53.64,3.2944
"1077","PRT",1947,3.192,855559.33,387498.06,373868.7,296913.07,303840.35,284146.61,263685.07,226253.71,2136205.57,2.80352948897142,0.281224535895204,0.10574,55.98,3.3042
"1078","PRT",1948,3.482,876850.61,395813.69,374996.08,308055.88,293988.95,293064.77,262677.13,238343.48,2166939.98,2.83254466051247,0.277831797630131,0.10503,56.71,3.3428
"1079","PRT",1949,3.306,902037.27,397902.72,381427.2,321174.25,286369.91,293098.31,269561.05,242253.05,2191786.49,2.88087408094207,0.277191306165958,0.11293,55.34,3.3406
"1080","PRT",1950,3.156,906245.06,406522.55,378306.11,344485.5,270128.16,304395.26,264877.6,255137.7,2223852.88,2.85257872813961,0.276373345344679,0.09759,58.48,3.2904
"1081","PRT",1951,3.173,889111.28,406552.34,381363.72,347160.89,278073.5,293940.3,276812.03,249413.67,2233316.45,2.78678776579109,0.279957813412425,0.09345,58.68,3.2618
"1082","PRT",1952,3.203,889149.81,405347.65,377156.76,358009.37,281251.75,289698.45,278225.54,255168.76,2244858.28,2.77257977728554,0.284766804967305,0.0949,59.76,3.264
"1083","PRT",1953,3.043,896505.73,394072.7,382211.5,358836.03,292830.16,279192.9,285914.46,253898.93,2246956.68,2.79290658598723,0.290021697258534,0.09349,61.04,3.1762
"1084","PRT",1954,2.963,890305.26,391199.24,379943.31,361851.85,305623.09,272555.89,284377.09,260225.43,2255775.9,2.76274643239162,0.295895944273542,0.08468,62.18,3.1076
"1085","PRT",1955,3.144,890733.74,385478.07,382450.56,355849.33,326873,259211.87,291955.45,256239.06,2258057.34,2.76128336935855,0.302349421295032,0.09271,61.36,3.1052
"1086","PRT",1956,3.021,904095.52,380519.65,377473.89,356124.76,326660.52,268864.25,280526.09,267461.67,2257630.83,2.80323450402208,0.30243442414365,0.08645,61.17,3.0748
"1087","PRT",1957,3.138,901407.01,369846.97,378959.73,351506.56,334444.92,271941.38,276951.39,268384.99,2252035.94,2.80184208339055,0.304591710912038,0.08973,61.44,3.0618
"1088","PRT",1958,3.148,902112.31,366816.82,372355.03,354304.22,334497.97,281766.56,267415.54,274457.53,2251613.67,2.80456023790262,0.305914908573103,0.08442,63.73,3.0828
"1089","PRT",1959,3.15,911356.93,367669.14,371458.69,352281.3,336815.57,291081.72,261835.49,273737.65,2254879.56,2.82919701041594,0.305602517413391,0.0897,62.91,3.1202
"1090","PRT",1960,3.159,914571.37,373288.02,370388.14,353589.72,330751.02,309166.4,250656.75,278113.16,2265953.21,2.82530087635834,0.302010093138684,0.08132,64.17,3.1232
"1091","PRT",1961,3.224,901609.75,381282.83,367854.48,348996.28,331811.64,306782.8,259812.54,267041.96,2263582.53,2.78817678010618,0.300765671662963,0.09216,62.78,3.1638
"1092","PRT",1962,3.287,912781.15,384274.05,352371.93,351805.21,327059.56,312319.52,262202.05,263857.11,2253889.43,2.83486313257168,0.301197015685015,0.07938,64.3,3.1936
"1093","PRT",1963,3.196,926534.23,380741.65,343900.82,345609.93,329147.82,312112.93,270384.75,254966.49,2236864.39,2.89947823345697,0.301653400633733,0.07204,64.93,3.2032
"1094","PRT",1964,3.308,930745.59,381563.81,336378.83,341362.59,326750.19,315054.84,277236.33,250074.15,2228420.74,2.92369345386724,0.299814468608832,0.07001,65.16,3.2348
"1095","PRT",1965,3.245,947307.39,376254.22,332756.89,334414.09,327765.46,309084.92,292827.12,238837.77,2211940.47,2.99788887627704,0.299365900204358,0.06425,66.09,3.252
"1096","PRT",1966,3.24,949420.99,372816.21,329342.9,325306.47,320988.59,311156.6,289086.9,248316.83,2197014.5,3.02499001713462,0.294169683449973,0.06443,65.6,3.2552
"1097","PRT",1967,3.212,941315.25,371415.68,330688.37,308173.83,320676.29,305360.2,294172.74,250189.2,2180676.31,3.02163449008166,0.288373894427275,0.0591,66.5,3.2402
"1098","PRT",1968,3.147,922774.17,377589.48,326283.43,298579.68,311330.86,307435.69,291990.43,257891.82,2171101.39,2.97518080903628,0.280922182081971,0.06071,66.8,3.2304
"1099","PRT",1969,3.111,901399.65,374331.53,329228.4,288889.12,304591.27,302300.51,294860.35,263178.4,2157379.58,2.92475075248464,0.275093171133102,0.05697,66.4,3.191
"1100","PRT",1970,3.001,864617.85,377799.21,327658.42,284196.5,293501.01,302543.54,287734.67,276074.27,2149507.62,2.81567969040277,0.268758065626211,0.06044,67.06,3.1422
"1101","PRT",1971,3,789067.4,375682.91,330510.66,277938.81,283263.06,293288.52,290286.19,270899.78,2121869.93,2.60311516832702,0.264484576582882,0.05503,66.85,3.0942
"1102","PRT",1972,2.835,803697.84,380925.82,339806.72,289705.42,275474.89,297429.48,289621.83,280573.07,2153537.23,2.61239267268205,0.262442785816152,0.03975,69.17,3.0188
"1103","PRT",1973,2.747,810564.72,377734.64,353973.55,296870.85,275706.77,294529.4,297176.77,283084.9,2179076.88,2.60383334432882,0.262761550661765,0.04406,68.58,2.9388
"1104","PRT",1974,2.693,814962.54,382991.33,354998.72,310676.57,275898.2,295436.39,297462.18,290794.96,2208258.35,2.58336520271734,0.265627783089782,0.03759,69.13,2.8552
"1105","PRT",1975,2.756,831297.28,384713.58,359260.14,318814.54,280778,294304.49,302320.04,290614.83,2230805.62,2.60851098268257,0.268778478332863,0.03939,68.86,2.8062
"1106","PRT",1976,2.799,852407.46,391505.31,359113.22,326291.2,286499.73,292828.75,301333.59,296615.56,2254187.36,2.64700810850079,0.271845606480554,0.03399,69.08,2.766
"1107","PRT",1977,2.677,859326.23,397514.87,361958.5,332945.69,296388.81,286131.04,304030.97,297074.39,2276044.27,2.64286757919695,0.276503628815621,0.0299,70.33,2.7344
"1108","PRT",1978,2.445,863651.48,404791.35,362519.72,340707.07,303580.31,284924.08,302556.75,302791,2301870.28,2.62636883256514,0.27989734504066,0.02812,70.79,2.674
"1109","PRT",1979,2.313,853223.44,410680.3,368463.8,339778.86,313771.68,284757.44,303450.99,304432.52,2325335.59,2.56847403260189,0.281056438825675,0.02546,71.59,2.598
"1110","PRT",1980,2.253,832644.77,419417.9,373364.84,341271.04,319255.15,287765.97,304267.04,307092.12,2352434.06,2.47765218549845,0.280784146612807,0.02433,71.66,2.4974
"1111","PRT",1981,2.137,801146.43,424991.04,380852.43,342474.34,321990.77,294739.87,301688.55,308498.81,2375235.81,2.36103926456043,0.279747007519224,0.02168,71.89,2.365
"1112","PRT",1982,2.091,770935.16,423815.77,389728.29,345817.55,327828.62,302336.47,294376.27,308630.56,2392533.53,2.25557805244217,0.281561851298276,0.01978,72.7,2.2478
"1113","PRT",1983,1.973,752713.75,418219.25,395082.77,351719.69,333464.23,309141.41,290409.72,306555.15,2404592.22,2.19122236451385,0.284948073232974,0.01883,72.64,2.1534
"1114","PRT",1984,1.932,736139.74,412312.82,398557.92,359036.11,334368.88,317527.64,288678.15,305748.03,2416229.55,2.13265257847707,0.286978110171693,0.01664,72.93,2.0772
"1115","PRT",1985,1.755,716911.79,405394.45,401573.41,364610.06,337967.36,322515.68,290284.46,305220.17,2427565.59,2.06724899655543,0.289416451977308,0.01701,73.21,1.9776
